name,headline,year,product,category,subject,publication,medium,format,link,description,location,company
Patent Agents & Attorneys,Patent Agents & Attorneys,circa 1885 to circa 1889,Charles S. Whitman & Co.,Advertising Ephemera Collection,"Price List', 'Attorneys",,,advertisements,https://idn.duke.edu/ark:/87924/r49c6tq5p,provides information on obtaining a patent,,Charles S. Whitman & Co.
Equitable Life Assurance Society,Equitable Life Assurance Society,1886,,Broadsides Collection,Insurance,,,advertisements,https://idn.duke.edu/ark:/87924/r4t729482,statement for company,,Equitable Life Assurance Society
Film Photography,Film Photography,1886,Roll Holder,Ellis Collection of Kodakiana (1886-1923),,Century,magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r45t3hs5z,,,Kodak
John Hodge,John Hodge,1886,,Broadsides Collection,Medical,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r46q1v83x,,,"""Merchant's Gargling Oil Co."""
Let the Eagle Scream,Let the Eagle Scream,1886,reapers and mowers,Advertising Ephemera Collection,Machinery and Instruments,,,"advertisements', 'engravings (prints)",https://idn.duke.edu/ark:/87924/r4vm44p9h,"also sells fertilizer, carriages, buggies, wagons and carts.",,"""Arrington's Warehouse"""
Maryland Military And Naval Academy,Maryland Military And Naval Academy,1886,,Broadsides Collection,"Children', 'Military', 'Education and Men",,,advertisements,https://idn.duke.edu/ark:/87924/r4k06zs0h,"list of cadets, ages and state of origin.",,Maryland Military and Naval Academy
Mount Vernon Institute,Mount Vernon Institute,1886,,Broadsides Collection,"Children', 'Price List', 'Education and Women",,,advertisements,https://idn.duke.edu/ark:/87924/r4mg7hk0z,,,Mount Vernon Institute
Norfolk Route,Norfolk Route,1886,,Broadsides Collection,Transportation & Travel,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4ws8k95k,,,Merchants and Miners Transportation Company
"Rev. Arther Millard, Very Popular Lectures in the Music Hall","Rev. Arther Millard, Very Popular Lectures in the Music Hall",1886,,Broadsides Collection,"Price List', 'Speeches",,,advertisements,https://idn.duke.edu/ark:/87924/r4rn31z4g,,,Sumter Female Institute and The Sumter High School
St. Andrews Bay Railroad & Land Company,St. Andrews Bay Railroad & Land Company,1886,,Broadsides Collection,"Price List', 'Real Estate and Land Development",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4pr7pm58,"price list: Not actual list, but prices are written throughout ad.",,St. Andrews Bay Railroad & Land Co.
The Millinery Fashion Magazine,The Millinery Fashion Magazine,1886,"dresses, trimmings and fabric",Advertising Ephemera Collection,"Price List', 'Clothing",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4kk9622z,,,Fashion News Co. (publisher)
Trade Journal No. 41,Trade Journal No. 41,1886,rubber goods,Advertising Ephemera Collection,"Price List', 'Rubber Goods",,,"advertisements', 'engravings (prints)",https://idn.duke.edu/ark:/87924/r49w0bn8b,selected images from pamphlet.  Interment sack for dead bodies and life vest included.,,Goodyear Rubber Co.
Are You Going To Build!,Are You Going To Build!,1887,,Broadsides Collection,"Price List', 'Lumber and Building",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r45m63x89,,,White Bros.
Durham Bull Fertilizer...Makes Me Grow...,Durham Bull Fertilizer...Makes Me Grow...,1887,Fertilizer,Advertising Ephemera Collection,Fertilizers,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r47d2rx67,"""Potato Bug""",,Durham Bull Fertilizer
Durham Bull Fertilizer...Makes Me Grow...,Durham Bull Fertilizer...Makes Me Grow...,1887,Fertilizer,Advertising Ephemera Collection,Fertilizers,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r40z72p43,"""Choice Smoking""",,Durham Bull Fertilizer
Fair Bulletin,Fair Bulletin,1887,,Broadsides Collection,"Sports', 'African/African-American",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4m32q080,"engravings of scene from fair; includes a programme for horse races (including ""purse"" amounts for winners), clothing and dry goods store ads; also includes ad for Chicago & Alton Railroad.",,"Saline Central A. & M. Association', 'The New York Store"
Fresh Fruit Jams,Fresh Fruit Jams,1887,,Broadsides Collection,"Price List', 'Food",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4ms3mt98,in blue and red ink,,Charleston Teapot
Gala Week Race Meeting,Gala Week Race Meeting,1887,,Broadsides Collection,Gambling,,,advertisements,https://idn.duke.edu/ark:/87924/r4nz82d1b,,,unknown
Grand Opera House,Grand Opera House,1887,,Broadsides Collection,,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r49z9222m,Anheuser-Busch ad,,"""Rive and Dixey's Big Burlesque Company"""
Grand Opera House,Grand Opera House,1887,,Broadsides Collection,,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4nv9c08d,Anheuser-Busch ad,,An Efficient Dramatic Company
Grunewald Opern Haus,Grunewald Opern Haus,1887,,Broadsides Collection,Entertainment,,,advertisements,https://idn.duke.edu/ark:/87924/r4cz33w24,advertisement in German.,,Grunewald Opern Haus
Medical Journals,,1887,,Early Advertising Publications,Children,,,advertisements,https://idn.duke.edu/ark:/87924/r4d50hm4q,"""Price lists for advertising in each Journal; JWT Publications 1. Images of selected pages from this item are available. Chapter headings:  Preface -  Albany, N.Y.-- Medical Annals -  Ann Arbor, Mich.--Medical Counselor -  Sample Advertisements -  Ann Arbor, Mich.--Physician and Surgeon -  Battle Creek, Mich.--Good Health -  Boston, Mass.--Medical and Surgical Journal -  Chicago, Ill.--Journal of the American Medical Association -  Cincinnati, O.--Eclectic Medical Journal -  Louisville, KY.--Progress -  Nashville, Tenn.--Journal of Medicine and Surgery -  New York, N.Y.--American Analyst -  New York, N.Y.--D.A.Apotheker-Zeitung -  New York, N.Y.--Medizinische Press -  New York, N.Y.--Medico-Legal Journal -  Philadelphia, PA.--American Journal of Pharmacy -  St. Louis, MO.--Medical Brief -  St. Louis, MO.--Medical Journal -  Sample Advertisement: Fred Brown's Ginger.""",,"White Russian Soap', ""Colgate and Co.'s Cashmere Bouquet Perfume"", 'Imperial Granum', ""Fred Brown's Ginger"""
Pond's Extract,"""Pond's Extract""",1887,"""Pond's Extract""","""Pond's""",,Century,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4d21t92s,,,"""Pond's Extract Co."""
Premium List of the State Agricultural and Mechanical Society of South Carolina,Premium List of the State Agricultural and Mechanical Society of South Carolina,1887,State Agricultural and Mechanical Society of South Carolina,Advertising Ephemera Collection,"Price List', 'African/African-American', 'Expositions, Fairs, etc.",,,"advertisements', 'engravings (prints)",https://idn.duke.edu/ark:/87924/r4x060251,"list for the Nineteenth Annual Fair held Nov. 8 - Nov. 11, 1887.  selected images from booklet.",,State Agricultural and Mechanical Society of South Carolina
"Special Circular of Ensilage and Feed Cutters, Carriers &c.","Special Circular of Ensilage and Feed Cutters, Carriers &c.",1887,"feed cutters, carriers, etc.",Advertising Ephemera Collection,"Price List', 'Farm Machinery",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r45h7dh61,farm machinery at work. includes engravings of various products.,,H. M. Smith & Co.
The Red Ear,,1887,,Early Advertising Publications,,,,advertisements,https://idn.duke.edu/ark:/87924/r46w97z6n,"Includes information and prices for various publications; JWT Publications 1. Images of selected pages from this item are available. Chapter headings:  A Bird\'s Eye View -  The Red Ear -  Fraudulent Advertisements -  Handsomely Displayed Advertisements -  List of Standard Magazines -  Albany, N.Y.....Cultivator and Country Gentleman -  Atlanta, GA.....Southern Cultivator -  Augusta, ME.....Fireside Visitor; Farm and Hearth; Happy Hours -  Augusta, ME.....Allen\'s Agricultural List -  Buffalo, N.Y.....Popular Gardening -  Cedar Rapids, IA.....Iowa Farmer -  Cleveland, O.....Ohio Farmer -  Detroit, MICH.....Farm and Fireside -  Indianapolis, IND.....Agricultural Epitomist -  London, ONT.....Farmer\'s Advocate -  Los Angeles, CAL.....Rural Californian -  Minneapolis, MINN.....Housekeeper -  New York, N.Y.....American Analyst -  New York, N.Y.....Rural New Yorker -  Philadelphia, PA.....Practical Farmer -  Pittsburg, PA.....National Stockman and Farmer -  Saint Louis.....Home, Farm and Factory -  Springfield, MASS.....New England Homestead; Farm and Home; Springfield Homestead -  Wallingford, CT.....Our Country Home -  ""Seek No Further"" -  Address Information.",,
Blue Rock Pigeon and Trap,Blue Rock Pigeon and Trap,circa 1887,Flying Target,Advertising Ephemera Collection,Guns,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4z60dr90,there are several comments on the excellence of the product.,,Atlantic Ammunition Co.
The Perfect Hand Fire Extinguisher,The Perfect Hand Fire Extinguisher,circa 1887,Perfect Hand Fire Extinguisher (Harrison Patent),Advertising Ephemera Collection,Household Appliances,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4w952c4t,,,Perfect Hand Fire Extinguisher Co.
"""Rapid"" Harness Menders.","""Rapid"" Harness Menders.",1888,,Broadsides Collection,Hardware,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r49021813,,,Buffalo Specialty Mfg Co.
1863-1888: Silver Anniversary of the Domestic Sewing Machine,1863-1888: Silver Anniversary of the Domestic Sewing Machine,1888,"""Domestic"" Sewing Machine",Advertising Ephemera Collection,Sewing Equipment and Supplies,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4dv1fc5h,back and front illustrations show up silver when item is handled and moved to catch the light.,,Domestic Sewing Machine Co.
A Model Sanitarium,A Model Sanitarium,1888,"""Invalids' Hotel and Surgical Institute""",Advertising Ephemera Collection,Health and Patent Medicines,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4rn31x60,,,"""Invalid's Hotel and Surgical Institute"""
A Short History Of Gen. R. E. Lee,,1888,"""Duke's Cigarettes""",Tobacco Advertising,"Military', 'Generals', 'Famous People--General Robert E. Lee",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4765c47x,Knapp & Company are the lithographers and printers. 12 Images,,W. Duke Sons & Co.
A Short History Of Gen. U. S. Grant,,1888,"""Duke's Cigarettes""",Tobacco Advertising,"Military', 'Generals', 'Famous People--General Ulysses S. Grant",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r40c4v81s,Knapp & Company are the lithographers and printers. 12 Images,,W. Duke Sons & Co.
A Short History of...,,1888,"""Duke's Cigarettes""",Tobacco Advertising,"Military', 'Generals', 'Famous People--Generals Beauregard, Garfield, J. E. Johnston', 'Famous People--Generals J. Longstreet, McClellan, and I. McDowell.', 'Famous People--Bragg, Breckinridge, Buell', 'Famous People--Burnside, Butler, Early', 'Famous People--Ewell, Farragut, Foote', 'Famous People--Forrest, Gilmore, Gordon', 'Famous People--Halleck, Hampton, Hancock', 'Famous People--Hardee, Hill, Hood', 'Famous People--Hooker, Howard, Jackson', 'Famous People--A. S. Johnston, Logan, Lyon', 'Famous People--Magruder, Meade, Morgan', 'Famous People--Pemberton, Pickett, Polk', 'Famous People--Porter, Price, Rosecrans', 'Famous People--Scott, Sedgwick, Smith, Stuart",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4ff3np7x,"Covers of the booklets are shown.  Knapp & Company are the lithographers and printers. Each image includes three booklets in order noted below.  ""The Heroes of the Civil War"" Album under W. Duke Sons & Co. Cigarettes contains four complete booklets and a scene from the Battle of Gettysburg.",,W. Duke Sons & Co.
"Campaign, 1888 - News and Observer","Campaign, 1888 - News and Observer",1888,,Broadsides Collection,"Price List', 'Magazines and Newspapers",,,advertisements,https://idn.duke.edu/ark:/87924/r4r787d0m,,,Observer Printing Co.
Costumes of All Nations,,1888,W. Duke Sons & Co. Cigarettes,Tobacco Advertising,"Actors/Actresses', 'Nations', 'Famous People--Annie Robe, Pauline Hall', 'European', 'Famous People--Mrs. Langtry', 'Asian', 'Middle East/Arab', 'Famous People--Miss Whitacre, Isabella Urquhart', 'African/African-American', 'Famous People--Isabelle Irving', 'South Asian', 'Famous People--Leila Farrell, Adelaide Detchon', 'Famous People--Lillian Russell', 'Famous People--Duchess of Leinster, Miss Mertens, The Vienna Beauty', 'Famous People--Mary Anderson', 'Famous People--Theo, Lillian Grubb', 'Famous People--Mabel Jordan",,,"advertisements', 'color drawings', 'photographs",https://idn.duke.edu/ark:/87924/r49p2xv97,"Letter from company to consumers; Cultures: Holland, Persia, France, Havre, Southern Deccan, N. Holland, France, Hungary, France; Cultures: Russia, Africa, Sweden, France, Flanders; Cultures: Turkey, Sweden, Japan, Tunis, Guimperle, Hungary, Europe, Hungary; Cultures: Persia, Africa, Japan, Egypt, Oceanica, Constantinople, China, Southern Deccan; Cultures: Italy, Switzerland, Tyrolean, Japan, France, Ceylon; Cultures: Germany, India, Persia, Algeria, France, Turkey, Saxon, Italy; Cultures: Tyrolean, France, Europe, Russia; Cultures: Switzerland, Friesland, Algeria, Persia, Scotland, China, Poland, Europe (Middle Ages), Spain; Cultures: Russia, Roman, Italy, Portugal, Poland, Scotland, France; Cultures: Sweden, Norway, Spain, France, Algeria, Italy; Cultures: Russia, Turkey, Poland, Spain, Persia, England, Oriental",,W. Duke Sons & Co.
"Governors, Coats of Arms - Image 1",,1888,W. Duke Sons & Co. Cigarettes,Tobacco Advertising,"Governors', 'Americana', 'Famous People--Governor Foraker of Ohio', 'Famous People--President Cleveland', 'Native American', 'Famous People--Governor Adams of Colorado, Governor Foraker of Ohio, Governor Ross of Texas, Governor Luce of Michigan.', 'African/African-American', 'Famous People--Governor McEnery of Louisiana, Governor Marble of Maine, Governor Seay of Alabama, Governor Gordon of Georgia.', 'Famous People--Governor West of Utah Territory, Governor Scales of North Carolina, Governor Sawyer of New Hampshire, Governor Thayer of Nebraska.', 'Famous People--Governor McGill of Minnesota, Governor Gray of Indiana, Governor Morehouse of Missouri, Governor Zulick of Arizona Territory.', 'Famous People--Governor Jackson of Maryland, Governor Stevenson of Nevada, Governor Stevenson of Idaho Territory, Governor Lowry of Mississippi.', 'Famous People--Governor Semple of Washington Territory, Governor Moonlight of Wyoming Territory, Governor Hughes of Arkansas.', 'Famous People--Governor Ormsbee of Vermont, Governor Wilson of West Virginia, Governor Waterman of California, Governor Ross of New Mexico Territory.', 'Famous People--Governor Lounsbury of Connecticut, Governor Davis of Rhode Island, Governor Larrabee of Iowa, Governor Taylor of Tennessee.', 'Famous People--Governor Perry of Florida, Governor Richardson of South Carolina, Governor Buckner of Kentucky, Governor Martin of Kansas.', 'Famous People--Governor Ames of Massachusetts, Governor Oglesby of Illinois, Governor Lee of Virginia, Governor Hill of New York', 'Famous People--Governor Beaver of Pennsylvania, Governor Green of New Jersey, Governor Church of Dakota Territories, Governor Rusk of Wisconsin.', 'Famous People--Governor Pennoyer of Oregon and Governor Biggs of Delaware.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r40r9nt34,"Full Name: Governors, Coats of Arms and Interesting Features of the States and Territories of our Country; Maps of DC and Indian Territory.; Maps of Colorado, Ohio, Texas and Michigan.; Maps of Louisiana, Maine, Alabama and Georgia.; Maps of Utah, North Carolina, Nebraska and New Hampshire.; Maps of Minnesota, Indiana, Arizona and Missouri.; Maps of Nevada, Idaho and Mississippi and Maryland.; Maps of Montana, Washington Territory, Wyoming and Arkansas.; Has a \'Montana Cowboy\' for the insert card that goes with Montana.; Maps of Vermont, West Virginia, California and New Mexico.; Maps of Connecticut, Rhode Island, Iowa and Tennessee.; Maps of Florida, South Carolina, Kentucky and Kansas.; Maps of Massachusetts, Illinois, Virginia and New York.; The Virginia card has image titled ""A Native""; Maps of Pennsylvania, New Jersey, Territory of Dakota and Wisconsin.; Maps of Oregon and Delaware.; The Four Great Brands of Cigarettes: Cross-cuts, Turkish Cross-cut, Duke Cameo, Duke of Durham",,W. Duke Sons & Co.
