name,year,headline,company,product,category,subject,publication,medium,format,link
Complexions rare as any gem,1931,Complexions rare as any gem,"Yardley & Co., Ltd.",English Lavender Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Good Housekeeping,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4gh9bx26
Complexions that keep the first fair bloom of youth,1931,Complexions that keep the first fair bloom of youth,"Yardley & Co., Ltd.",English Lavender Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Good Housekeeping,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4m902q5d
Danger,1931,Danger,"Wildroot Company, Inc.",Wildroot Hair Tonic',Beauty and Hygiene (1911-1956),"Hair Preparations', 'Television Programs', 'Wildroot program'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4v698z62
Davega says: for flawless reception Equip your Radio with CeCo,1931,Davega says: for flawless reception Equip your Radio with CeCo,CeCo Manufacturing Company,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'Tubes', 'Davega'",New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r46t0hc86
Debutante- as well as Dowager- needs this care,1931,Debutante- as well as Dowager- needs this care,Marie Earle,Various',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r46m33r0c
Defis...,1931,Defis...,Marie Earle,Cosmetics',Beauty and Hygiene (1911-1956),"Country of Publication', 'Cosmetics', 'Language', 'French', 'France'",Femina,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4xk85b97
Distinguished Committee of 17 Launches New Soap Discovery,1931,Distinguished Committee of 17 Launches New Soap Discovery,Palmolive Company,Palmolive Beads',Beauty and Hygiene (1911-1956),Soaps',Pictorial Review,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4zk5675j
Do something About Your Toothbrush,1931,Do something About Your Toothbrush,Western Company,"""Dr. West's Tooth Brush""",Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4kh0fm0z
"Facts or Pretty Girl Pictures: which do you want, as an aid to wise choice of a dentifrice to clean teeth safely?",1931,"Facts or Pretty Girl Pictures: which do you want, as an aid to wise choice of a dentifrice to clean teeth safely?",Western Company,"""Dr. West's Tooth Paste""",Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r40z71j3d
For Your next Permanent Wave,1931,For Your next Permanent Wave,"Eugene, Ltd.",Eugene permanent wave sachets',Beauty and Hygiene (1911-1956),Cosmetics',Good Housekeeping,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4k35n150
From 8 Till 5 In The Same Dress!,1931,From 8 Till 5 In The Same Dress!,"Lambert-Fesler, Inc.",Dew Crystal Pure Deodorant',Beauty and Hygiene (1911-1956),"Premiums', 'Country of Publication', 'Canada', 'Deodorant'",Canadian Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r47p8v15c
Gifts,1931,Gifts,"Yardley & Co., Ltd.","""Yardley's Lavender Gifts""",Beauty and Hygiene (1911-1956),"Country of Publication', 'United Kingdom', 'Cosmetics'",Nash's-Pall Mall,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qz2347d
He might have won her- if it hadn't been for 'B.O.',1931,He might have won her- if it hadn't been for 'B.O.',Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r47941f3j
Here's real comfort in sanitary protection...specify Kotex,1931,Here's real comfort in sanitary protection...specify Kotex,Kotex Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42r3ph1w
His classmates avoided him... until he ended 'B.O.',1931,His classmates avoided him... until he ended 'B.O.',Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4c24r78s
How much are you Betting--and at what odds--on the Care of your Teeth?,1931,How much are you Betting--and at what odds--on the Care of your Teeth?,Western Company,"""Dr. West's Tooth Paste""",Beauty and Hygiene (1911-1956),"Premiums', 'Illustration', 'Painting', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4pk07p4x
"Humless Matched, 6 Second Heating, Non-Microphonic",1931,"Humless Matched, 6 Second Heating, Non-Microphonic","Tung-Sol Lamp Works, Inc.",Radio tubes',Radio (1922-1956),"Radio', 'Radio Tubes'",Atlanta Journal,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4zw1989r
"Humless Matched, 6 Second Heating, Non-Microphonic",1931,"Humless Matched, 6 Second Heating, Non-Microphonic","Tung-Sol Lamp Works, Inc.",Radio tubes',Radio (1922-1956),"Radio', 'Radio Tubes'",Chicago News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qb9vp2q
Husbands grow cool when wives grow careless...about 'B.O.',1931,Husbands grow cool when wives grow careless...about 'B.O.',Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Chicago Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r43j39m9s
I am completely at ease,1931,I am completely at ease,Kotex Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Good Housekeeping,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4z02zv5q
In which I talk about myself,1931,In which I talk about myself,Procter & Gamble Co.,Lava Soap',Beauty and Hygiene (1911-1956),"Testimonial', 'Radio Programs', 'Soaps', 'George, Lava soap man', ""George's program""",Farm Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4862bz21
Is your skin really happy?,1931,Is your skin really happy?,Denney & Denney,Herbal Preparations',Beauty and Hygiene (1911-1956),Cosmetics',Town & Country,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4cj8866x
It's beauty improves its tone,1931,It's beauty improves its tone,Westinghouse Radio,Columaire Jr. DeLuxe',Radio (1922-1956),"Radio', 'Westinghouse Radio'",New York Sun,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4ks6jm9k
It's time you knew the truth about soaps you use on your face,1931,It's time you knew the truth about soaps you use on your face,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Testimonial', 'Soaps'",Pictorial Review,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4c53fn7m
Je vous souhaite d'etre toujours belle,1931,Je vous souhaite d'etre toujours belle,Marie Earle,Cosmetics',Beauty and Hygiene (1911-1956),"Country of Publication', 'Cosmetics', 'Language', 'French', 'France'",Femina,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4319sp7m
Lava Shadow Pictures,1931,Lava Shadow Pictures,Procter & Gamble Co.,Lava Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Comics', 'Soaps'",Country Home,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4w08x32n
Lavande Yardley,1931,Lavande Yardley,"Yardley & Co., Ltd.","""Yardley's English Lavender""",Beauty and Hygiene (1911-1956),"Country of Publication', 'Cosmetics', 'Language', 'French', 'France'",Femina,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4br8n36w
Masterpieces of Precision,1931,Masterpieces of Precision,Tung Sol Products,Radio tubes',Radio (1922-1956),"Radio', 'Radio Tubes'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r49g5gx1z
Millions get longer-lasting shaves,1931,Millions get longer-lasting shaves,Colgate & Company,"""Colgate's Rapid-Shave Cream""",Beauty and Hygiene (1911-1956),"Premiums', 'Shaving Supplies'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4q815c4n
Neither Guessing nor Wishing can keep your Teeth White and Clean,1931,Neither Guessing nor Wishing can keep your Teeth White and Clean,Western Company,"""Dr. West's Tooth Paste""",Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r42805m0k
News! Big News!,1931,News! Big News!,Westinghouse Radio,Columaire',Radio (1922-1956),"Retail', 'Radio', 'Westinghouse', ""Bame's, Inc.""",Atlanta Journal,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r43j39h7g
Now - You May Have an A.C. or D.C. RADIO all in One...,1931,Now - You May Have an A.C. or D.C. RADIO all in One...,Lestein Corporation of America,Radio tubes',Radio (1922-1956),"Radio', 'Radio Tubes'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4988344m
Pack Up Your Beauty Care In This Kit Box,1931,Pack Up Your Beauty Care In This Kit Box,"Coty, Inc.",Beauty Kit',Beauty and Hygiene (1911-1956),Cosmetics',Harper's Bazaar,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4g44jb4b
Paramount Tube Sale 65% Off,1931,Paramount Tube Sale 65% Off,Walthal's,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'Radio Tubes', ""Walthal's""",New York Journal,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4th8c440
"Pensez A Votre Sante, Mais Veillez Sur Votre Beaute",1931,"Pensez A Votre Sante, Mais Veillez Sur Votre Beaute",Marie Earle,Marie Earle',Beauty and Hygiene (1911-1956),"Country of Publication', 'Cosmetics', 'Language', 'French', 'France'",Femina,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bn9xq16
Popularity inspired by perfect charm,1931,Popularity inspired by perfect charm,"Coty, Inc.",Face Powder and Lipstick',Beauty and Hygiene (1911-1956),Cosmetics',Woman's Home Companion,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r40p0xc02
Presenting the most important radio development in the last seven years!,1931,Presenting the most important radio development in the last seven years!,Westinghouse Radio,Columaire Screen Grid Super-heterodyne',Radio (1922-1956),"Retail', 'Radio', 'Westinghouse', 'Gimbels'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4bz61r2b
Protect Your Health the way millions do...by using Kotex,1931,Protect Your Health the way millions do...by using Kotex,Kotex Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4rx9403q
Radio Tube Sale 70% Off,1931,Radio Tube Sale 70% Off,Arrow Radio Tubes,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'City Radio', 'Radio Tubes'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4f766q34
Safe! Is your radio playing well?,1931,Safe! Is your radio playing well?,Arcturus Radio Tube Company,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'Tubes', 'Davega'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4mp4w451
Sale CeCo 55% off,1931,Sale CeCo 55% off,CeCo Manufacturing Company,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'Tubes', ""Walthal's""",New York Sun,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r48w38k31
She Thought It Was Love,1931,She Thought It Was Love,Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Boston Traveler,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4zs2m059
She is a Dark Brunette with an Average Skin,1931,She is a Dark Brunette with an Average Skin,Marie Earle,Various',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r42f7kc18
"Small bubble lather works at the ""skin-line""",1931,"Small bubble lather works at the ""skin-line""",Colgate & Company,"""Colgate's Rapid-Shave Cream""",Beauty and Hygiene (1911-1956),"Premiums', 'Shaving Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4v11w59w
Some Loud Speakers Lose The High Notes. The Low Notes Are Lost In Others. Many Compromise On The Middle Register.,1931,Some Loud Speakers Lose The High Notes. The Low Notes Are Lost In Others. Many Compromise On The Middle Register.,Magnavox Company Ltd.,Magnavox Symphonic Speaker',Radio (1922-1956),"Ethnic Groups', 'African/African-American', 'Radio', 'Miscellaneous'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4gt5fz4f
Special for your Vacation...or any trip,1931,Special for your Vacation...or any trip,Western Company,"""Dr. West's Tooth Brush""",Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4zs2m167
Still Beautiful If Not Still New,1931,Still Beautiful If Not Still New,"Lambert-Fesler, Inc.",Dew Crystal Pure Deodorant',Beauty and Hygiene (1911-1956),"Premiums', 'Country of Publication', 'Canada', 'Deodorant'",Canadian Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r43x84704
"Stroll up this gangplank, sailor!",1931,"Stroll up this gangplank, sailor!",Procter & Gamble Co.,Ivory Soap',Beauty and Hygiene (1911-1956),Soaps',Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46q1t376
The Man Who Threw Away Love,1931,The Man Who Threw Away Love,Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Boston Post,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4v11w62z
The Radiance of an English Complexion can be yours The Englishwoman Has One Beauty Secret...Only One!,1931,The Radiance of an English Complexion can be yours The Englishwoman Has One Beauty Secret...Only One!,"Yardley & Co., Ltd.",Various',Beauty and Hygiene (1911-1956),Cosmetics',Harper's Bazaar,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4td9nv9g
The Swift Pace Of Living... demands this special skin care,1931,The Swift Pace Of Living... demands this special skin care,Denney & Denney,Herbal Preparations',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4xp6vq87
They Belong to each other... The Perfect Harmony of First Love isn't closer than the way these new set-tested tubes fit your radio...,1931,They Belong to each other... The Perfect Harmony of First Love isn't closer than the way these new set-tested tubes fit your radio...,Sylvania Radio Tubes,Radio tubes',Radio (1922-1956),"Contests', 'Radio Programs', 'Radio', 'Radio Tubes', 'WABC and Columbia networks'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4wp9tp9p
They Work Together like Man and Wife... these new set-tested tubes and your radio,1931,They Work Together like Man and Wife... these new set-tested tubes and your radio,Sylvania Radio Tubes,Radio tubes',Radio (1922-1956),"Contests', 'Radio Programs', 'Radio', 'Radio Tubes', 'WABC and Columbia networks'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4r20sc9c
Tired of the Commonplace? Then You'll Welcome This New Style Note in Radio,1931,Tired of the Commonplace? Then You'll Welcome This New Style Note in Radio,Westinghouse Electric & Manufacturing Company,Columaire Jr. DeLuxe',Radio (1922-1956),"Radio', 'Westinghouse'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4kw5814w
"Trust no substitute because ""it looks like Kotex""",1931,"Trust no substitute because ""it looks like Kotex""",Kotex Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Good Housekeeping,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r48c9rq27
Tube Ache,1931,Tube Ache,CeCo Manufacturing Company,Radio tubes',Radio (1922-1956),"Retail', 'Radio', 'Tubes', 'Davega'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r46h4d684
